ID,transaction_id,user_id,age,gender,country,device_type,device_os,merchant_category,transaction_amount,transaction_type,time_of_day,day_of_week,transaction_duration,num_prev_transactions,avg_transaction_amount,std_transaction_amount,transactions_last_24h,transactions_last_1h,failed_login_attempts,ip_risk_score,device_trust_score,account_age_days,has_chargeback_history,shared_ip_users,shared_device_users,merchant_risk,country_risk,distance_from_home,is_new_country,is_fraud
16600,T0086581,11023,72,M,IN,mobile,Android,groceries,242.59,purchase,8,3,0.24,27,43.67,76.82,1,0,0,0.301,0.024,1780,0,2,3,0.05,0.1,14.61,0,0
16601,T0091119,21572,63,M,FR,mobile,Android,restaurants,12.4,purchase,19,3,1.03,35,93.86,26.81,5,0,0,0.258,0.795,2215,0,4,3,0.12,0.04,161.26,0,0
16602,T0007720,25735,23,F,UK,mobile,Android,electronics,419.59,purchase,11,0,2.53,25,68.33,50.46,1,0,1,0.38,0.551,1487,0,1,0,0.3,0.04,87.18,0,0
16603,T0015411,18043,44,M,IN,desktop,iOS,electronics,199.73,withdrawal,18,6,1.01,27,100.73,70.69,3,0,1,0.412,0.936,612,0,3,3,0.3,0.1,46.17,0,0
16604,T0019384,24668,36,F,ID,mobile,Android,electronics,176.77,topup,7,1,3.68,38,60.54,43.31,1,0,0,0.905,0.138,1851,0,0,3,0.3,0.12,37.18,0,0
16605,T0049861,26429,57,M,US,mobile,iOS,groceries,16.52,purchase,11,6,11.57,29,63.79,16.05,1,0,2,0.91,0.953,1459,0,1,2,0.05,0.05,35.71,0,0
16606,T0062274,4490,39,M,IN,mobile,iOS,gas,202.59,withdrawal,20,6,5.43,32,113.55,67.26,2,1,1,0.789,0.976,359,0,0,0,0.05,0.1,32.06,0,0
16607,T0070322,26123,78,F,US,mobile,Linux,groceries,176.07,purchase,22,2,1.86,28,92.97,8.18,1,0,0,0.593,0.077,2597,0,2,1,0.05,0.05,166.34,0,1
16608,T0026401,18837,27,M,US,mobile,Android,electronics,98.24,purchase,9,6,0.81,34,103.3,41.89,0,0,2,0.112,0.185,2295,0,0,1,0.3,0.05,7.04,0,0
16609,T0058443,20905,42,M,CA,mobile,Android,restaurants,4.9,purchase,18,3,10.81,35,56.98,24.09,1,0,0,0.551,0.496,936,0,2,0,0.12,0.03,61.81,0,0
16610,T0096237,24903,71,F,IN,mobile,Android,groceries,24.29,purchase,11,5,4.26,38,71.47,6.15,0,0,1,0.792,0.161,1901,0,2,1,0.05,0.1,332.62,0,0
16611,T0040943,1064,79,F,IN,mobile,Android,restaurants,288.95,withdrawal,0,0,4.72,29,52.55,54.68,0,0,0,0.26,0.906,2223,0,1,1,0.12,0.1,20.41,0,0
16612,T0000548,7057,34,M,CA,mobile,Android,electronics,116.71,withdrawal,6,6,6.21,26,87.44,40.32,0,0,0,0.528,0.85,1600,0,2,2,0.3,0.03,138.08,0,0
16613,T0013505,25907,63,F,US,mobile,Android,services,71.71,purchase,22,5,0.1,37,88.82,74.67,3,0,0,0.309,0.383,2241,1,5,2,0.08,0.05,117.23,0,0
16614,T0093722,10590,25,M,ID,mobile,Android,electronics,7.92,purchase,11,1,6.26,34,60.52,74.36,4,0,0,0.774,0.739,2456,1,5,4,0.3,0.12,8.74,0,0
16615,T0018913,15514,44,F,US,mobile,Android,travel,5670.959289304584,purchase,19,3,2.33,26,62.7,16.03,41,12,1,0.803,0.745,1305,0,1,3,0.35,0.05,1279.6673413925112,0,0
16616,T0017404,27724,70,F,US,desktop,Linux,groceries,154.48,purchase,5,0,2.51,37,15.04,79.86,1,0,0,0.507,0.665,2602,0,1,2,0.05,0.05,75.93,0,0
16617,T0027359,27282,59,M,IN,desktop,Android,restaurants,107.69,purchase,20,5,6.6,24,-7.23,25.3,1,0,0,0.886,0.742,309,0,0,1,0.12,0.1,37.07,0,0
16618,T0023347,19505,30,M,UK,mobile,Windows,electronics,,purchase,15,4,1.42,28,,59.75,2,0,0,0.859,,1752,0,2,2,0.3,0.04,102.87,0,0
16619,T0068742,11864,27,M,ID,mobile,Android,restaurants,802.0767982786742,withdrawal,13,5,0.41,28,73.36,19.9,16,3,0,0.859,0.741,2590,0,3,2,0.12,0.12,433.2587735844872,0,1
16620,T0030822,6845,29,M,IN,mobile,Android,restaurants,121.74,purchase,9,0,0.4,29,78.55,34.28,2,0,0,0.554,0.183,2406,0,0,2,0.12,0.1,8.23,0,0
16621,T0071838,20156,68,F,CA,mobile,Windows,electronics,534.81,topup,9,4,0.04,32,82.1,34.28,3,1,0,0.836,0.929,552,0,3,4,0.3,0.03,33.93,0,0
16622,T0084551,8253,42,M,IN,mobile,Windows,gas,178.94,purchase,2,4,3.34,30,-5.49,63.32,4,0,2,0.923,0.12,444,0,0,2,0.05,0.1,184.39,0,1
16623,T0016102,16207,23,F,IN,mobile,Android,electronics,9.57,purchase,21,1,10.27,32,89.25,37.17,0,0,1,0.087,0.978,65,0,2,1,0.3,0.1,45.1,0,0
16624,T0071023,28241,69,F,IN,mobile,Android,electronics,23.96,topup,21,4,8.11,15,96.82,19.7,0,0,1,0.625,0.92,801,0,1,4,0.3,0.1,246.1,0,0
16625,T0093610,53,31,M,CA,mobile,Android,restaurants,13.09405289996007,purchase,18,0,14.47,42,37.16,41.06,33,14,2,0.933,0.738,3,0,0,2,0.12,0.03,647.2004499314326,0,1
16626,T0037748,12285,20,F,IN,desktop,MacOS,electronics,92.58,purchase,6,3,1.91,43,69.32,14.14,2,0,0,0.61,0.439,2055,0,3,2,0.3,0.1,30.3,0,0
16627,T0017886,13289,75,F,IN,mobile,Windows,restaurants,309.23,topup,9,1,7.65,35,58.82,43.21,3,0,0,0.649,0.041,1813,1,0,3,0.12,0.1,68.07,0,1
16628,T0095965,28879,69,M,US,desktop,iOS,services,43.86,withdrawal,9,4,1.24,21,94.97,65.45,4,0,1,0.006,0.051,1983,0,2,2,0.08,0.05,340.43,0,0
16629,T0039914,25803,79,M,IN,desktop,iOS,electronics,26.55,withdrawal,7,3,0.71,41,64.73,77.41,3,0,0,0.786,0.966,2472,0,2,2,0.3,0.1,132.06,0,0
16630,T0027019,973,46,M,IN,tablet,Windows,electronics,62.71,withdrawal,9,3,5.36,27,85.57,21.85,1,1,0,0.311,0.451,720,0,2,0,0.3,0.1,14.1,0,0
16631,T0064137,7959,40,F,IN,mobile,Android,groceries,127.74,purchase,22,1,0.74,40,89.85,27.12,0,0,1,0.214,0.698,1695,0,0,2,0.05,0.1,320.92,0,0
16632,T0051703,21939,50,M,IN,mobile,Windows,gas,153.26,purchase,19,2,15.4,32,84.58,42.22,2,0,2,0.909,0.64,859,0,3,1,0.05,0.1,137.36,0,1
16633,T0093923,20765,26,F,ID,mobile,Windows,electronics,28.78,purchase,12,4,4.49,41,67.58,21.88,3,0,0,0.445,0.626,2820,1,0,1,0.3,0.12,166.8,0,0
16634,T0097634,24745,57,F,UK,desktop,Android,electronics,105.95,purchase,7,0,2.74,36,47.08,28.51,1,0,1,0.775,0.455,266,0,1,4,0.3,0.04,60.56,1,0
16635,T0054711,15869,30,M,US,mobile,Windows,financial,234.5,withdrawal,9,5,10.81,18,55.61,52.72,3,0,1,0.124,0.653,401,0,3,1,0.5,0.05,383.36,0,0
16636,T0021251,13722,30,F,US,mobile,Windows,electronics,10.83,topup,11,1,13.37,35,22.2,55.12,1,0,0,0.667,0.099,2388,0,0,1,0.3,0.05,70.65,1,0
16637,T0053342,7239,78,M,IN,mobile,Windows,gas,85.88,purchase,17,1,6.46,29,33.91,50.75,1,0,0,0.071,0.755,794,0,0,0,0.05,0.1,73.72,1,0
16638,T0033090,18568,59,M,ID,desktop,iOS,electronics,2109.8363354950807,topup,11,0,1.07,35,129.53,52.38,30,3,0,0.831,0.081,714,0,0,1,0.3,0.12,205.68070945695166,0,1
16639,T0034487,16103,54,M,IN,mobile,Android,groceries,103.58,purchase,8,1,2.62,26,46.35,57.98,0,0,0,0.204,0.526,2803,0,2,1,0.05,0.1,80.83,1,0
16640,T0079040,21346,37,M,ID,mobile,Android,groceries,68.23,purchase,0,3,2.7,35,92.76,75.49,1,0,0,0.355,0.449,1946,0,1,0,0.05,0.12,58.05,1,1
16641,T0087026,23582,71,M,US,mobile,Android,restaurants,66.95,transfer,17,6,8.71,29,24.83,18.67,2,0,0,0.087,0.879,2053,0,2,1,0.12,0.05,107.17,0,0
16642,T0021886,12720,59,F,US,mobile,Linux,restaurants,124.02,purchase,14,1,0.22,30,75.37,70.39,2,0,1,0.854,0.767,231,0,1,3,0.12,0.05,93.36,0,0
16643,T0014129,18277,47,F,CA,mobile,Windows,restaurants,256.05,withdrawal,4,1,0.54,33,52.44,47.91,3,1,0,0.858,0.192,2309,0,0,0,0.12,0.03,18.51,0,0
16644,T0087708,13341,35,F,ID,mobile,Linux,groceries,66.06,withdrawal,20,5,3.36,34,90.55,22.54,1,0,0,0.264,0.943,807,0,6,3,0.05,0.12,183.61,0,1
16645,T0040574,16447,60,M,IN,mobile,Android,electronics,105.77,purchase,21,0,0.83,27,50.84,79.1,1,0,0,0.233,0.4,2391,0,0,0,0.3,0.1,81.87,0,0
16646,T0018936,24912,78,F,IN,mobile,Linux,electronics,98.03,purchase,19,1,8.0,32,120.71,5.4,0,0,0,0.036,0.679,2616,0,0,1,0.3,0.1,50.45,0,1
16647,T0090505,18344,25,F,CA,mobile,iOS,restaurants,252.93,purchase,7,2,2.96,30,76.55,38.43,1,0,1,0.436,0.771,2320,0,2,1,0.12,0.03,545.41,0,0
16648,T0021027,3119,51,M,IN,desktop,iOS,luxury,147.01,purchase,9,4,5.07,29,63.12,53.93,3,1,0,0.785,0.14,2158,0,3,3,0.55,0.1,4.4,1,0
16649,T0093623,27937,48,F,ID,desktop,Android,electronics,33.23,withdrawal,12,4,5.53,30,20.83,80.0,5,0,0,0.287,0.786,362,0,2,3,0.3,0.12,29.5,0,0
16650,T0002547,26967,40,F,US,desktop,Android,travel,29.44,purchase,15,5,0.82,31,67.23,58.22,0,0,0,0.348,0.113,2267,0,0,2,0.35,0.05,1.31,0,1
16651,T0012259,25121,46,M,US,mobile,Windows,gas,36.97,topup,20,2,0.46,24,75.96,49.73,0,0,0,0.899,0.34,1336,0,2,0,0.05,0.05,60.94,0,0
16652,T0061370,17453,22,F,UK,mobile,Android,electronics,,purchase,9,5,4.3,24,,79.81,0,0,0,0.629,,1414,0,3,0,0.3,0.04,90.84,0,0
16653,T0026891,21415,68,M,US,mobile,Android,groceries,7.49,purchase,14,1,8.37,25,107.74,78.56,1,0,0,0.082,0.922,2594,0,2,0,0.05,0.05,135.82,0,0
16654,T0044668,2042,42,M,US,mobile,iOS,restaurants,15.55,purchase,14,1,1.68,44,111.4,58.52,2,0,0,0.636,0.217,1756,0,3,4,0.12,0.05,149.54,0,0
16655,T0072806,10569,33,M,ID,desktop,Android,electronics,1132.1999806820775,transfer,5,1,8.11,30,55.41,58.02,34,13,0,0.939,0.396,1589,0,2,1,0.3,0.12,235.44703135409657,0,1
16656,T0074138,31,19,M,IN,mobile,Android,travel,140.44,purchase,8,0,1.9,25,67.39,7.25,4,0,0,0.164,0.103,2221,0,4,1,0.35,0.1,54.45,1,0
16657,T0007417,4079,46,M,UK,mobile,iOS,electronics,25.93,withdrawal,15,6,1.41,36,27.89,32.41,0,0,0,0.638,0.931,551,0,0,2,0.3,0.04,31.9,0,1
16658,T0007088,17354,35,M,US,mobile,MacOS,groceries,99.33,topup,21,2,7.59,38,99.26,25.95,0,0,0,0.752,0.759,655,0,5,2,0.05,0.05,46.09,0,0
16659,T0043153,6188,41,M,UK,mobile,iOS,financial,27.14,purchase,11,1,3.35,32,64.79,62.0,1,0,0,0.839,0.769,1427,0,4,1,0.5,0.04,106.96,0,0
16660,T0037851,1524,21,F,CA,mobile,Android,gas,27.58,purchase,9,5,4.59,35,26.31,45.21,3,0,0,0.659,0.414,795,0,2,1,0.05,0.03,31.9,0,0
16661,T0051689,11732,37,M,US,mobile,Android,groceries,11.71,topup,11,4,3.35,27,60.73,22.46,0,0,0,0.113,0.176,1989,0,2,1,0.05,0.05,66.7,0,0
16662,T0022536,11453,50,M,IN,mobile,Android,electronics,223.85,withdrawal,15,0,8.22,43,101.46,44.93,0,0,0,0.078,0.645,2859,0,2,1,0.3,0.1,260.46,0,0
16663,T0088300,23381,59,F,IN,mobile,Windows,clothing,31.92,purchase,16,0,17.59,35,53.82,63.36,0,0,0,0.718,0.268,2707,0,2,3,0.1,0.1,63.12,0,0
16664,T0071458,5624,47,F,US,desktop,Linux,luxury,1620.0225981747476,purchase,5,1,14.77,35,64.35,44.53,35,11,0,0.848,0.985,2443,0,1,3,0.55,0.05,1420.268761576078,0,0
16665,T0094089,3977,63,M,US,mobile,Android,services,39.84,withdrawal,7,3,10.43,26,35.9,11.23,2,0,0,0.581,0.442,1278,0,2,1,0.08,0.05,96.47,0,0
16666,T0005553,8934,22,M,UK,mobile,Android,electronics,653.85,purchase,11,6,6.07,31,76.56,10.76,2,2,0,0.716,0.92,1621,0,0,1,0.3,0.04,32.83,0,1
16667,T0042110,22475,33,F,IN,mobile,iOS,electronics,6.88,purchase,9,4,12.13,27,54.65,43.53,0,0,0,0.397,0.258,181,0,1,2,0.3,0.1,128.66,0,0
16668,T0014640,4854,36,F,IN,mobile,Android,electronics,80.2,withdrawal,0,0,0.28,24,-14.84,58.72,0,0,1,0.896,0.842,824,0,2,0,0.3,0.1,169.74,0,0
16669,T0012709,3689,51,F,US,mobile,iOS,clothing,42.68,purchase,8,3,1.05,25,59.23,77.69,3,0,0,0.63,0.581,2519,0,0,0,0.1,0.05,86.82,0,0
16670,T0077537,16258,27,F,IN,mobile,iOS,groceries,2.65,purchase,18,5,0.36,22,102.51,11.73,2,0,0,0.986,0.718,1806,0,2,2,0.05,0.1,157.18,1,0
16671,T0006007,8491,34,F,US,desktop,Linux,restaurants,13.95,topup,20,0,2.88,35,148.72,65.08,4,0,0,0.108,0.946,791,0,2,1,0.12,0.05,60.34,0,1
16672,T0069293,4930,44,M,ID,mobile,Windows,restaurants,234.42,withdrawal,21,5,1.75,30,98.18,53.83,0,0,1,0.527,0.246,2818,0,1,2,0.12,0.12,13.51,0,0
16673,T0085469,10381,26,M,US,mobile,iOS,gas,198.46,withdrawal,19,3,0.12,29,78.85,48.22,3,0,0,0.023,0.103,455,1,0,1,0.05,0.05,89.44,0,0
16674,T0093533,18214,54,M,CA,mobile,iOS,groceries,26.05,purchase,7,0,0.26,19,86.53,5.99,3,0,1,0.826,0.636,1332,0,1,2,0.05,0.03,67.51,0,0
16675,T0029934,21428,62,F,IN,mobile,Android,travel,16.51,purchase,12,2,6.32,35,83.09,65.78,1,0,0,0.367,0.941,112,0,1,1,0.35,0.1,294.72,0,1
16676,T0096062,25448,43,F,CA,mobile,Android,electronics,32.26,purchase,19,1,0.09,42,133.51,15.61,0,0,0,0.721,0.195,2220,0,0,1,0.3,0.03,235.99,0,0
16677,T0044821,12971,58,F,BR,tablet,Android,electronics,124.46,topup,11,1,1.28,27,17.41,56.3,3,0,2,0.185,0.587,2915,0,2,2,0.3,0.13,269.09,1,0
16678,T0001980,21511,54,F,IN,mobile,Android,restaurants,51.99,purchase,18,0,5.17,30,64.85,19.03,0,0,0,0.995,0.866,574,0,2,2,0.12,0.1,57.65,0,0
16679,T0098813,24544,25,M,ID,mobile,iOS,electronics,53.36,withdrawal,18,1,13.69,27,103.43,49.64,2,0,0,0.541,0.873,1880,1,1,1,0.3,0.12,67.29,0,1
16680,T0059961,6268,70,M,BR,mobile,Android,gas,18.87,purchase,9,4,6.34,21,52.32,46.49,2,0,3,0.042,0.392,1750,0,1,2,0.05,0.13,110.31,0,0
16681,T0061815,28406,36,M,IN,desktop,Android,groceries,11.96,withdrawal,2,0,1.47,31,83.26,33.62,3,0,1,0.177,0.445,1903,0,0,1,0.05,0.1,140.31,0,0
16682,T0013125,7433,20,M,US,mobile,iOS,electronics,88.57,topup,12,5,5.57,32,48.79,16.11,1,0,1,0.738,0.524,2946,0,2,3,0.3,0.05,72.1,0,0
16683,T0079674,19524,33,M,US,tablet,Android,services,13.62,topup,14,2,6.21,40,112.37,26.32,3,0,1,0.493,0.7,2629,0,1,4,0.08,0.05,47.23,0,0
16684,T0093634,14481,39,F,US,mobile,Android,financial,27.36,purchase,20,1,5.25,46,110.67,63.05,3,0,0,0.423,0.597,2870,0,1,4,0.5,0.05,0.46,0,0
16685,T0007370,7941,59,F,UK,mobile,Android,restaurants,84.08,topup,2,1,13.02,32,87.86,6.38,1,0,0,0.661,0.151,2282,0,2,0,0.12,0.04,41.65,0,0
16686,T0072341,17197,51,M,CA,mobile,Android,electronics,4.29,purchase,12,5,0.02,25,5.12,69.21,3,0,0,0.861,0.833,1507,0,2,2,0.3,0.03,40.06,0,0
16687,T0091896,14391,55,M,UK,mobile,Linux,restaurants,85.21,topup,4,1,4.05,38,49.08,24.27,5,0,0,0.272,0.301,148,0,3,0,0.12,0.04,22.59,1,0
16688,T0053891,12325,19,M,IN,mobile,iOS,travel,176.69,purchase,17,5,0.43,40,69.11,43.08,2,0,1,0.382,0.335,2042,0,3,1,0.35,0.1,275.48,0,0
16689,T0012255,29218,60,M,CA,mobile,Android,clothing,50.71,transfer,7,4,1.56,29,54.04,43.68,5,0,0,0.167,0.351,2253,1,1,1,0.1,0.03,15.73,0,0
16690,T0001977,21428,54,M,IN,mobile,Android,services,11.68,purchase,9,0,9.17,31,67.43,71.77,0,0,0,0.879,0.006,2050,0,5,1,0.08,0.1,137.53,0,0
16691,T0042177,26405,52,F,IN,mobile,iOS,electronics,27.27,purchase,18,4,1.2,27,75.65,55.29,2,0,0,0.765,0.543,1304,0,2,2,0.3,0.1,14.97,0,0
16692,T0056818,21154,35,M,UK,mobile,Android,electronics,8.77,topup,18,4,4.58,35,58.95,16.58,1,0,0,0.992,0.086,824,0,3,2,0.3,0.04,4.37,0,0
16693,T0036193,2474,52,M,IN,mobile,Android,restaurants,306.05,purchase,6,4,2.04,28,69.24,21.17,0,0,0,0.689,0.779,1674,0,2,3,0.12,0.1,22.51,0,0
16694,T0068369,29151,78,F,CA,mobile,Windows,restaurants,1.4,purchase,15,3,5.05,31,96.78,14.07,0,0,0,0.922,0.347,110,0,4,1,0.12,0.03,374.69,0,1
16695,T0043300,26467,73,M,ID,mobile,Android,groceries,26.57,transfer,9,1,0.64,20,94.03,55.79,0,0,0,0.509,0.644,1944,0,3,3,0.05,0.12,92.93,0,0
16696,T0048550,5612,40,F,UK,mobile,Windows,travel,68.98,transfer,8,3,5.8,21,111.22,63.03,0,0,0,0.16,0.169,2590,0,1,0,0.35,0.04,48.82,0,0
16697,T0032162,21356,70,M,UK,mobile,MacOS,travel,471.04,purchase,18,0,4.47,32,90.18,49.97,0,0,0,0.737,0.207,2882,0,4,1,0.35,0.04,100.94,0,0
16698,T0061514,12426,47,F,US,mobile,Windows,clothing,93.23,purchase,21,4,0.36,29,63.44,71.23,0,0,0,0.823,0.466,2646,0,3,1,0.1,0.05,0.83,0,0
16699,T0058600,6337,32,M,IN,mobile,Android,travel,60.67,purchase,9,5,2.87,34,77.66,78.35,4,0,1,0.726,0.297,1785,0,3,1,0.35,0.1,121.6,0,0
16700,T0027756,18501,18,F,CA,mobile,iOS,electronics,58.91,purchase,2,5,7.86,29,60.5,65.29,3,0,0,0.369,0.265,2669,0,2,2,0.3,0.03,165.49,0,0
16701,T0031637,4318,50,M,US,mobile,Linux,restaurants,44.28,transfer,11,4,2.93,38,107.0,42.78,1,0,2,0.559,0.302,2616,0,1,0,0.12,0.05,217.44,0,0
16702,T0078261,10442,40,M,US,tablet,iOS,electronics,174.8,withdrawal,9,5,2.79,38,73.68,50.92,1,0,1,0.328,0.859,240,0,4,2,0.3,0.05,83.9,0,0
16703,T0027054,1480,71,M,AU,mobile,Android,electronics,37.72,purchase,19,5,1.53,30,25.04,16.71,3,0,0,0.257,0.576,53,0,2,1,0.3,0.03,7.01,1,0
16704,T0058269,26298,29,M,BR,tablet,Android,gas,53.97,purchase,8,1,2.46,27,46.42,75.67,2,0,0,0.766,0.868,2473,0,3,2,0.05,0.13,54.39,0,0
16705,T0065017,1586,74,M,IN,mobile,Android,financial,32.07,topup,6,3,0.92,25,51.36,32.35,2,0,0,0.989,0.476,2003,0,0,0,0.5,0.1,120.05,0,0
16706,T0036090,13087,77,M,IN,mobile,iOS,gas,91.6,purchase,14,0,12.17,33,91.69,13.59,1,0,0,0.848,0.114,543,1,5,2,0.05,0.1,106.91,0,0
16707,T0099771,18323,19,M,US,mobile,Windows,electronics,7.53,purchase,12,3,1.36,30,75.57,60.83,2,0,0,0.978,0.59,20,0,2,0,0.3,0.05,1.86,0,0
16708,T0014090,9020,51,M,IN,desktop,Windows,restaurants,104.71,withdrawal,12,1,14.31,21,109.29,29.29,0,0,0,0.713,0.486,2436,0,3,2,0.12,0.1,74.49,0,0
16709,T0099763,15507,55,F,FR,mobile,Android,travel,35.5,transfer,11,2,13.94,40,70.12,59.21,2,0,0,0.033,0.708,1664,0,5,1,0.35,0.04,7.71,0,0
16710,T0099781,21357,41,F,ID,mobile,Android,electronics,65.33,transfer,9,2,0.5,22,86.28,15.97,2,0,0,0.319,0.016,117,0,5,5,0.3,0.12,183.79,1,0
16711,T0057249,7447,38,F,IN,mobile,Android,electronics,84.63,purchase,19,1,9.41,35,84.85,60.63,2,0,0,0.682,0.76,1918,0,0,2,0.3,0.1,57.1,0,0
16712,T0092703,13707,69,F,IN,mobile,Android,electronics,62.6,withdrawal,9,0,5.37,28,39.44,43.34,1,0,0,0.067,0.088,1533,0,3,0,0.3,0.1,91.68,0,0
16713,T0080445,22822,35,F,US,mobile,Android,gas,13.94,transfer,9,0,1.1,34,92.3,33.05,1,0,1,0.033,0.43,1011,0,2,0,0.05,0.05,23.53,0,0
16714,T0039714,25215,72,M,US,mobile,Windows,clothing,12.52,purchase,19,6,0.46,31,38.17,22.73,1,0,1,0.322,0.491,1490,0,4,2,0.1,0.05,244.51,0,0
16715,T0033730,25643,33,F,US,desktop,iOS,groceries,10.35,topup,15,2,2.57,33,80.22,23.63,0,0,1,0.594,0.877,1425,0,2,4,0.05,0.05,4.03,0,0
16716,T0066657,20433,54,M,ID,desktop,Android,clothing,110.92,topup,6,3,2.35,29,55.0,47.58,2,0,0,0.314,0.91,1304,0,3,3,0.1,0.12,91.35,0,0
16717,T0047179,8720,78,M,UK,mobile,Windows,restaurants,112.55,purchase,9,1,4.14,30,65.65,28.3,0,0,0,0.886,0.69,659,0,2,0,0.12,0.04,13.42,1,0
16718,T0060931,3760,24,F,IN,mobile,Android,restaurants,39.18,withdrawal,19,4,0.82,28,42.99,24.04,0,0,0,0.167,0.837,2652,0,1,4,0.12,0.1,54.93,1,0
16719,T0044489,9246,23,M,IN,tablet,Linux,electronics,34.33,topup,11,1,1.66,31,62.42,19.55,0,1,0,0.242,0.437,47,0,4,0,0.3,0.1,97.36,0,0
16720,T0038359,4908,37,M,IN,mobile,iOS,restaurants,14.55,purchase,9,3,1.44,32,70.99,17.55,1,0,0,0.546,0.841,1021,0,0,0,0.12,0.1,79.2,0,0
16721,T0041468,27500,21,M,US,mobile,iOS,electronics,213.34,topup,18,5,2.49,27,89.48,22.7,2,2,0,0.786,0.142,2051,0,3,0,0.3,0.05,11.27,0,1
16722,T0094659,14387,32,M,US,mobile,Android,travel,69.43,withdrawal,6,4,2.08,24,27.43,9.17,1,0,1,0.777,0.38,341,0,1,2,0.35,0.05,55.27,0,0
16723,T0040115,3428,65,M,CA,mobile,Android,gas,43.91,purchase,21,6,1.5,41,40.0,41.82,2,0,1,0.714,0.091,1833,0,0,1,0.05,0.03,163.88,0,0
16724,T0058636,1468,43,M,US,mobile,iOS,clothing,62.68,topup,15,6,6.2,30,43.51,30.32,0,0,0,0.279,0.366,243,0,2,4,0.1,0.05,7.66,1,0
16725,T0045419,22456,79,F,US,mobile,Linux,electronics,40.32,purchase,9,0,3.74,20,97.15,12.84,2,0,1,0.772,0.42,472,0,5,1,0.3,0.05,29.94,1,0
16726,T0047584,14126,28,M,DE,mobile,Windows,services,144.14,purchase,14,0,1.42,19,49.08,40.31,3,0,0,0.755,0.366,2077,0,0,0,0.08,0.04,20.26,0,0
16727,T0090017,10612,26,F,UK,mobile,Android,gas,40.43,topup,21,3,2.68,28,100.95,71.52,2,0,0,0.003,0.471,1019,0,3,0,0.05,0.04,1.21,0,1
16728,T0061324,21107,78,F,UK,mobile,Android,groceries,55.81,purchase,18,6,7.04,38,73.27,49.67,2,0,0,0.31,0.8,2855,0,3,1,0.05,0.04,20.81,0,0
16729,T0041739,10568,34,F,US,mobile,Android,electronics,50.83,purchase,12,0,1.36,28,65.66,62.29,2,0,0,0.92,0.491,2042,0,0,1,0.3,0.05,210.86,1,0
16730,T0009930,14709,68,M,US,mobile,Android,groceries,19.01,withdrawal,21,2,4.81,29,57.9,70.93,2,0,0,0.405,0.564,485,0,1,3,0.05,0.05,154.41,0,0
16731,T0077467,29404,23,M,US,mobile,Linux,gas,18.36,purchase,11,0,7.54,36,17.28,69.33,0,2,1,0.899,0.292,303,0,1,1,0.05,0.05,60.65,0,0
16732,T0022555,7932,75,M,UK,mobile,Android,restaurants,104.26,purchase,8,4,2.4,42,63.61,20.57,0,0,0,0.92,0.488,823,0,2,1,0.12,0.04,113.11,1,1
16733,T0011283,24681,46,M,US,mobile,iOS,groceries,53.76,purchase,9,5,6.51,34,90.41,26.37,2,0,0,0.251,0.637,841,0,1,0,0.05,0.05,53.8,0,1
16734,T0021500,11351,55,M,UK,mobile,Windows,electronics,25.24,purchase,9,5,1.61,29,34.7,65.34,2,0,0,0.695,0.189,36,0,3,3,0.3,0.04,0.82,0,0
16735,T0039130,24032,53,F,FR,mobile,Android,groceries,91.12,purchase,7,3,7.28,27,33.91,27.22,2,0,0,0.38,0.574,1220,0,1,1,0.05,0.04,86.32,0,0
16736,T0042629,29140,29,F,US,mobile,iOS,restaurants,58.29,withdrawal,13,4,5.08,39,91.16,8.67,4,0,2,0.948,0.454,910,0,2,1,0.12,0.05,27.69,0,0
16737,T0044345,22122,47,F,ID,mobile,iOS,travel,10.13,purchase,9,5,0.69,27,81.73,61.22,0,1,0,0.569,0.373,2761,0,3,6,0.35,0.12,241.03,0,0
16738,T0042590,1094,68,M,UK,mobile,Windows,travel,215.14,purchase,15,6,1.56,32,42.97,30.03,1,0,0,0.187,0.863,2132,0,2,1,0.35,0.04,36.75,1,0
16739,T0062401,18463,73,F,CA,mobile,iOS,restaurants,31.16,withdrawal,9,1,3.55,27,43.94,65.94,2,0,1,0.189,0.333,2692,0,3,1,0.12,0.03,8.29,0,1
16740,T0032977,24730,55,M,US,mobile,iOS,restaurants,347.98,purchase,20,0,0.35,27,30.34,5.95,1,0,0,0.496,0.743,1619,0,0,0,0.12,0.05,160.12,0,0
16741,T0030773,17899,26,M,BR,mobile,Windows,electronics,8.94,purchase,13,1,0.12,27,138.14,68.59,3,0,0,0.539,0.91,2083,0,1,4,0.3,0.13,8.19,0,1
16742,T0084404,9787,41,M,IN,mobile,Windows,restaurants,101.39,purchase,18,0,0.45,23,87.33,42.56,3,0,0,0.343,0.068,2739,0,1,0,0.12,0.1,16.27,0,0
16743,T0087595,13322,42,F,US,mobile,Linux,restaurants,70.8,transfer,18,2,0.1,27,56.71,23.32,1,1,1,0.62,0.694,649,0,4,0,0.12,0.05,7.86,0,0
16744,T0051461,11612,37,M,IN,mobile,Android,groceries,13.07,withdrawal,7,1,1.34,21,95.32,62.19,1,0,0,0.652,0.922,464,0,1,2,0.05,0.1,15.26,0,1
16745,T0090894,5084,31,M,CA,mobile,Android,gas,53.87,topup,0,3,1.91,28,91.88,33.82,2,0,1,0.004,0.044,2008,1,3,1,0.05,0.03,43.88,0,1
